SCAT_ID	Type	Frame	Begin	End	Mutation	Gene	Product	Score	COGs	COGclassID	ClassDescription	COGprocess
SCAT_p0426	CDS	+2	494402	496633	no	katG	catalase	733	COG0376	P	Inorganic ion transport and metabolism	METABOLISM
SCAT_p0427	CDS	+2	496886	497401	no		hypothetical protein	160	COG1670	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
SCAT_p0428	CDS	+3	497511	498359	no		patatin	252	COG1752	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0430	CDS	-3	498847	499749	no		hypothetical protein	269	COG5006	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0431	CDS	+1	499819	500673	no		LysR family transcriptional regulator	284	COG0583	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0432	CDS	+3	500826	501989	no		Two component system sensor kinase	300	COG4585	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
SCAT_p0433	CDS	+2	501986	502672	no	yfiK	transcriptional regulator	224	COG2197	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0433	CDS	+2	501986	502672	no	yfiK	transcriptional regulator	224	COG2197	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
SCAT_p0434	CDS	-1	502608	502961	no		hypothetical protein	71	COG0662	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p0435	CDS	-2	503165	503881	no		Regulator	235	COG1309	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0436	CDS	+3	503979	505667	no		hypothetical protein	517	COG2936	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0437	CDS	-3	505681	506355	no		hypothetical protein	205	COG3467	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0438	CDS	-1	506496	508712	no		hypothetical protein	503	COG0515	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0438	CDS	-1	506496	508712	no		hypothetical protein	503	COG0515	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
SCAT_p0438	CDS	-1	506496	508712	no		hypothetical protein	503	COG0515	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0438	CDS	-1	506496	508712	no		hypothetical protein	503	COG0515	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
SCAT_p0439	CDS	-3	509107	510339	no		hypothetical protein	124	COG5542	S	Function unknown	POORLY CHARACTERIZED
SCAT_p0441	CDS	-2	510809	511336	no		RNA polymerase sigma factor	169	COG1595	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0442	CDS	-1	511488	512183	no		sugar metabolism transcriptional regulator	231	COG1349	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p0442	CDS	-1	511488	512183	no		sugar metabolism transcriptional regulator	231	COG1349	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0443	CDS	-2	512336	513646	no	melA	alpha-galactosidase	431	COG1486	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p0444	CDS	-3	513643	514623	no		Sugar kinase, ribokinase	322	COG0524	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p0446	CDS	-2	514712	515602	no		sugar transport membrane protein	280	COG0395	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p0447	CDS	-3	515599	516546	no		sugar transporter membrane protein	310	COG1175	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p0448	CDS	-1	516558	517892	no		sugar transporter sugar binding lipoprotein	434	COG1653	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p0449	CDS	+2	518225	519115	no		Putave phosphosugar isomerase	166	COG0449,COG2222	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
SCAT_p0450	CDS	+3	519204	520172	no		Fructose-bisphosphate aldolase	284	COG0191	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p0451	CDS	+1	520264	521163	no		hypothetical protein	84	COG3868	S	Function unknown	POORLY CHARACTERIZED
SCAT_p0452	CDS	-2	521171	522382	no		Serine phosphatase RsbU, regulator of sigma subunit	265	COG2208	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0452	CDS	-2	521171	522382	no		Serine phosphatase RsbU, regulator of sigma subunit	265	COG2208	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
SCAT_p0453	CDS	+1	522697	523500	no		MerR family transcriptional regulator	151	COG0789	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0456	CDS	-1	524943	526562	no		hypothetical protein	94	COG3979	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0456	CDS	-1	524943	526562	no		hypothetical protein	40	COG3469	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p0457	CDS	+2	526877	527785	no		transcriptional regulator	158	COG2207	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0459	CDS	-3	529159	530415	no		hypothetical protein	147	COG0477	E	Amino acid transport and metabolism	METABOLISM
SCAT_p0459	CDS	-3	529159	530415	no		hypothetical protein	147	COG0477	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p0459	CDS	-3	529159	530415	no		hypothetical protein	147	COG0477	P	Inorganic ion transport and metabolism	METABOLISM
SCAT_p0459	CDS	-3	529159	530415	no		hypothetical protein	147	COG0477	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0460	CDS	-1	530412	531125	no		ABC transporter ATP-binding protein	220	COG1136	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
SCAT_p0463	CDS	-3	532327	532530	no	cspD	cold-shock protein	67	COG1278	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0465	CDS	+1	533215	535152	no	htpG	chaperone protein htpG	645	COG0326	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
SCAT_p0466	CDS	+3	535254	536360	no		hypothetical protein	297	COG1295	S	Function unknown	POORLY CHARACTERIZED
SCAT_p0468	CDS	+3	536784	537623	no	sigF	RNA polymerase sigma-F factor	240	COG1191	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0470	CDS	-3	538873	541257	no		UvrABC system protein	793	COG0178	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
SCAT_p0471	CDS	+1	541504	542637	no	ptmX	hypothetical protein	277	COG2208	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0471	CDS	+1	541504	542637	no	ptmX	hypothetical protein	277	COG2208	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
SCAT_p0473	CDS	+1	543454	544677	no		sensor-like histidine kinase	316	COG0642	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
SCAT_p0473	CDS	+1	543454	544677	no		sensor-like histidine kinase	40	COG0810	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
SCAT_p0474	CDS	+3	544695	545087	no		hypothetical protein	118	COG2018	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0476	CDS	+3	545433	546023	no		ATP/GTP-binding protein	169	COG2229	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0477	CDS	+1	546091	547482	no		cytochrome P450	401	COG2124	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
SCAT_p0478	CDS	+3	547659	548861	no		P450 hydroxylase	396	COG2124	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
SCAT_p0479	CDS	+2	548858	549673	no		Enoyl-CoA hydratase	253	COG1024	I	Lipid transport and metabolism	METABOLISM
SCAT_p0480	CDS	-1	549678	551120	no		transcriptional regulator	479	COG1167	E	Amino acid transport and metabolism	METABOLISM
SCAT_p0480	CDS	-1	549678	551120	no		transcriptional regulator	479	COG1167	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0481	CDS	+1	551206	552093	no		hypothetical protein	290	COG0697	E	Amino acid transport and metabolism	METABOLISM
SCAT_p0481	CDS	+1	551206	552093	no		hypothetical protein	290	COG0697	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p0481	CDS	+1	551206	552093	no		hypothetical protein	290	COG0697	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0483	CDS	+2	552725	553198	no		alkylhydroperoxidase	147	COG2128	S	Function unknown	POORLY CHARACTERIZED
SCAT_p0484	CDS	+1	553318	554244	no		hypothetical protein	282	COG1595	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0485	CDS	-1	554247	555500	no		cytochrome P450-SU2	361	COG2124	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
SCAT_p0486	CDS	-2	555536	556672	no	mdmB	acyltransferase	368	COG1835	I	Lipid transport and metabolism	METABOLISM
SCAT_p0489	CDS	+2	557618	559249	no	qcrB	Ubiquinol-cytochrome c reductase cytochrome b subunit	448	COG1290	C	Energy production and conversion	METABOLISM
SCAT_p0491	CDS	-3	559651	561369	no	ctaD	cytochrome c oxidase subunit 1-beta	561	COG0843	C	Energy production and conversion	METABOLISM
SCAT_p0493	CDS	+2	561650	562195	no		Lipoprotein	135	COG2335	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
SCAT_p0497	CDS	-1	563259	563801	no		Nitrogen-fixing NifU-like	42	COG0694	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
SCAT_p0498	CDS	-3	563794	565593	no		Ni,Fe-hydrogenase I large subunit	566	COG0374	C	Energy production and conversion	METABOLISM
SCAT_p0499	CDS	-2	565640	566728	no		Ni,Fe-hydrogenase I small subunit	320	COG1740	C	Energy production and conversion	METABOLISM
SCAT_p0502	CDS	-3	568756	569520	no	hypB	[NiFe] hydrogenase expression/formation protein	208	COG0378	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0502	CDS	-3	568756	569520	no	hypB	[NiFe] hydrogenase expression/formation protein	208	COG0378	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
SCAT_p0503	CDS	-1	569517	569897	no	hypA	hydrogenase nickel incorporation protein HypA	111	COG0375	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0504	CDS	-1	569931	570461	no		Hydrogenase-specific C-terminal protease	156	COG0680	C	Energy production and conversion	METABOLISM
SCAT_p0505	CDS	-2	570458	572203	no	hoxX	Hydrogenase maturation factor hoxX	266	COG0223	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
SCAT_p0505	CDS	-2	570458	572203	no	hoxX	Hydrogenase maturation factor hoxX	265	COG1024	I	Lipid transport and metabolism	METABOLISM
SCAT_p0507	CDS	-2	573038	574870	no		chloride channel protein	433	COG0038	P	Inorganic ion transport and metabolism	METABOLISM
SCAT_p0507	CDS	-2	573038	574870	no		chloride channel protein	147	COG0517	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0508	CDS	+2	575072	575599	no		MarR family transcriptional regulator	168	COG1846	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0509	CDS	+3	575691	576614	no		Integral membrane protein DUF6	302	COG0697	E	Amino acid transport and metabolism	METABOLISM
SCAT_p0509	CDS	+3	575691	576614	no		Integral membrane protein DUF6	302	COG0697	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p0509	CDS	+3	575691	576614	no		Integral membrane protein DUF6	302	COG0697	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0510	CDS	+2	576653	577600	no		hypothetical protein	315	COG0583	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0511	CDS	-3	577609	578469	no		carboxylesterase	270	COG0596	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0512	CDS	+3	578544	578999	no		hypothetical protein	143	COG1846	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0515	CDS	-1	579525	579932	no		protein (fragment)	99	COG3232	E	Amino acid transport and metabolism	METABOLISM
SCAT_p0516	CDS	+3	580143	581636	no		major facilitator superfamily protein	483	COG0477	E	Amino acid transport and metabolism	METABOLISM
SCAT_p0516	CDS	+3	580143	581636	no		major facilitator superfamily protein	483	COG0477	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p0516	CDS	+3	580143	581636	no		major facilitator superfamily protein	483	COG0477	P	Inorganic ion transport and metabolism	METABOLISM
SCAT_p0516	CDS	+3	580143	581636	no		major facilitator superfamily protein	483	COG0477	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0517	CDS	+3	581871	582608	no		alcohol dehydrogenase	202	COG1062	C	Energy production and conversion	METABOLISM
SCAT_p0520	CDS	+1	584023	584664	no		TetR-family transcriptional regulator	183	COG1309	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0521	CDS	-1	584631	585746	no		transposase	317	COG3547	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
SCAT_p0522	CDS	-1	586116	587318	no		hypothetical protein	390	COG3547	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
SCAT_p0523	CDS	+3	587532	588362	no		alpha/beta hydrolase	269	COG0596	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0524	CDS	-3	588376	589233	no		hypothetical protein	260	COG3315	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
SCAT_p0525	CDS	-1	589251	589595	no		hypothetical protein	91	COG0346	E	Amino acid transport and metabolism	METABOLISM
SCAT_p0527	CDS	-2	589853	591268	no	amiC	amidase amiC	457	COG0154	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
SCAT_p0528	CDS	-2	591374	593758	no		hypothetical protein	182	COG0577	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
SCAT_p0528	CDS	-2	591374	593758	no		hypothetical protein	157	COG3127	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
SCAT_p0529	CDS	-3	593755	594441	no	lolD	Lipoprotein-releasing system ATP-binding protein lolD	226	COG1136	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
SCAT_p0530	CDS	-1	594438	594962	no		PadR-family transcriptional regulator	174	COG1695	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0531	CDS	+1	595246	595449	no	cspC	cold-shock protein	67	COG1278	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0532	CDS	-2	595514	597052	no		DEAD/DEAH box helicase	480	COG0513	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
SCAT_p0532	CDS	-2	595514	597052	no		DEAD/DEAH box helicase	480	COG0513	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0532	CDS	-2	595514	597052	no		DEAD/DEAH box helicase	480	COG0513	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
SCAT_p0533	CDS	-2	597329	598312	no	ephB	epoxide hydrolase	326	COG0596	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0536	CDS	+1	599716	601887	no		neutral zinc metalloprotease	469	COG3227	E	Amino acid transport and metabolism	METABOLISM
SCAT_p0536	CDS	+1	599716	601887	no		neutral zinc metalloprotease	87	COG3979	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0537	CDS	+3	602043	603419	no		metallopeptidase	268	COG0308	E	Amino acid transport and metabolism	METABOLISM
SCAT_p0538	CDS	+3	603630	606527	no		transcriptional regulator	232	COG3899,COG0457	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0538	CDS	+3	603630	606527	no		transcriptional regulator	183	COG2771	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0540	CDS	-3	607282	608184	no		LysR-family transcriptional regulator	300	COG0583	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0541	CDS	+1	608296	609282	no	yghZ	aldo/keto reductase	327	COG0667	C	Energy production and conversion	METABOLISM
SCAT_p0543	CDS	-2	609824	610438	no	ovmY	TetR-family transcriptional repressor	200	COG1309	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0544	CDS	+3	610665	611861	no		glycosyltransferase	382	COG1819	C	Energy production and conversion	METABOLISM
SCAT_p0544	CDS	+3	610665	611861	no		glycosyltransferase	382	COG1819	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p0546	CDS	+2	612356	616573	no		DNA segregation ATPase FtsK	1051	COG1674	D	Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
SCAT_p0546	CDS	+2	612356	616573	no		DNA segregation ATPase FtsK	98	COG1716	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
SCAT_p0551	CDS	+2	618923	620578	no		Serine/threonine protein kinase	472	COG0515	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0551	CDS	+2	618923	620578	no		Serine/threonine protein kinase	472	COG0515	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
SCAT_p0551	CDS	+2	618923	620578	no		Serine/threonine protein kinase	472	COG0515	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0551	CDS	+2	618923	620578	no		Serine/threonine protein kinase	472	COG0515	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
SCAT_p0551	CDS	+2	618923	620578	no		Serine/threonine protein kinase	73	COG3409	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
SCAT_p0552	CDS	-1	620787	621776	no		hypothetical protein	257	COG2207	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0553	CDS	+2	622121	622816	no	yxjL	transcriptional regulator	225	COG2197	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0553	CDS	+2	622121	622816	no	yxjL	transcriptional regulator	225	COG2197	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
SCAT_p0555	CDS	-1	623253	623675	no		hypothetical protein	102	COG4305	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p0556	CDS	+1	624265	624720	no		hypothetical protein	84	COG0642	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
SCAT_p0557	CDS	+3	624789	625988	no	thiI	thiamine biosynthesis protein thiI	390	COG0301	H	Coenzyme transport and metabolism	METABOLISM
SCAT_p0559	CDS	-2	626468	627634	no		hypothetical protein	341	COG1814	S	Function unknown	POORLY CHARACTERIZED
SCAT_p0560	CDS	-1	627615	628115	no		Fe regulatory protein	142	COG0735	P	Inorganic ion transport and metabolism	METABOLISM
SCAT_p0561	CDS	+3	628329	628595	no		hypothetical protein	62	COG3631	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0562	CDS	-3	628585	630489	no	4-FTase	4-fluorothreonine transaldolase	411	COG0112	E	Amino acid transport and metabolism	METABOLISM
SCAT_p0562	CDS	-3	628585	630489	no	4-FTase	4-fluorothreonine transaldolase	150	COG0235	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p0564	CDS	+2	630782	631273	no		hypothetical protein	148	COG2606	S	Function unknown	POORLY CHARACTERIZED
SCAT_p0565	CDS	+2	631451	632443	no		hypothetical protein	307	COG0697	E	Amino acid transport and metabolism	METABOLISM
SCAT_p0565	CDS	+2	631451	632443	no		hypothetical protein	307	COG0697	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p0565	CDS	+2	631451	632443	no		hypothetical protein	307	COG0697	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0566	CDS	+1	632440	633216	no		hypothetical protein	210	COG3618	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0567	CDS	-3	633232	633726	no	ppa	inorganic pyrophosphatase	160	COG0221	C	Energy production and conversion	METABOLISM
SCAT_p0568	CDS	-3	633922	634920	no	hypE	Hydrogenase expression/formation protein hypE	331	COG0309	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
SCAT_p0569	CDS	-2	634991	636121	no	hypD	Hydrogenase expression/formation protein hypD	375	COG0409	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
SCAT_p0570	CDS	-3	636118	636444	no		Hydrogenase expression/formation protein hypC	76	COG0298	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
SCAT_p0571	CDS	-1	636465	638846	no	hypF	carbamoyltransferase hypF2	770	COG0068	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
SCAT_p0573	CDS	-2	639752	640546	no		DNA-binding domain-containing protein	255	COG2207	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0574	CDS	+3	640638	641444	no		permease	268	COG0730	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0575	CDS	+3	641535	642644	no		hypothetical protein	352	COG2170	S	Function unknown	POORLY CHARACTERIZED
SCAT_p0577	CDS	-3	643114	644556	no		Glutamate decarboxylase	437	COG0076	E	Amino acid transport and metabolism	METABOLISM
SCAT_p0578	CDS	-1	644664	646982	no		Magnesium or manganese-dependent protein phosphatase	252	COG2208	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0578	CDS	-1	644664	646982	no		Magnesium or manganese-dependent protein phosphatase	252	COG2202,COG2208	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
SCAT_p0579	CDS	-2	646979	650941	no		Sensor protein	549	COG0642,COG0784	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
SCAT_p0580	CDS	+1	651403	652281	no		hypothetical protein	64	COG1366	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
SCAT_p0583	CDS	-1	653634	654803	no		transmembrane transport protein	389	COG0477	E	Amino acid transport and metabolism	METABOLISM
SCAT_p0583	CDS	-1	653634	654803	no		transmembrane transport protein	389	COG0477	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p0583	CDS	-1	653634	654803	no		transmembrane transport protein	389	COG0477	P	Inorganic ion transport and metabolism	METABOLISM
SCAT_p0583	CDS	-1	653634	654803	no		transmembrane transport protein	389	COG0477	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0584	CDS	-2	654809	655405	no		hypothetical protein	142	COG0454	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0584	CDS	-2	654809	655405	no		hypothetical protein	142	COG0454	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0585	CDS	-3	655402	656583	no		Ornithine decarboxylase	384	COG0019	E	Amino acid transport and metabolism	METABOLISM
SCAT_p0588	CDS	+3	659424	660968	no		hydrolase	374	COG1472	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p0589	CDS	-3	661006	661806	no		D-aminopeptidase	265	COG2362	E	Amino acid transport and metabolism	METABOLISM
SCAT_p0590	CDS	-3	661930	662373	no		MarR family transcriptional regulator	131	COG1846	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0591	CDS	+2	662507	663064	no		hypothetical protein	63	COG1917	S	Function unknown	POORLY CHARACTERIZED
SCAT_p0592	CDS	-1	663096	664454	no		hypothetical protein	343	COG0457	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0592	CDS	-1	663096	664454	no		hypothetical protein	77	COG1396	K	Transcription	INFORMATION STORAGE AND PROCESSING
SCAT_p0594	CDS	+3	665670	666485	no		S-adenosylmethionine (SAM)-dependent methyltransferase	252	COG0500	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
SCAT_p0594	CDS	+3	665670	666485	no		S-adenosylmethionine (SAM)-dependent methyltransferase	252	COG0500	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0595	CDS	+2	666482	667513	no		phytoene synthase	273	COG1562	I	Lipid transport and metabolism	METABOLISM
SCAT_p0597	CDS	+3	668259	668822	no		hypothetical protein	40	COG0552	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
SCAT_p0598	CDS	-1	668982	669539	no		drug resistance transporter	184	COG0477	E	Amino acid transport and metabolism	METABOLISM
SCAT_p0598	CDS	-1	668982	669539	no		drug resistance transporter	184	COG0477	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p0598	CDS	-1	668982	669539	no		drug resistance transporter	184	COG0477	P	Inorganic ion transport and metabolism	METABOLISM
SCAT_p0598	CDS	-1	668982	669539	no		drug resistance transporter	184	COG0477	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0599	CDS	-2	669536	669949	no		drug resistance transporter	116	COG0477	E	Amino acid transport and metabolism	METABOLISM
SCAT_p0599	CDS	-2	669536	669949	no		drug resistance transporter	116	COG0477	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p0599	CDS	-2	669536	669949	no		drug resistance transporter	116	COG0477	P	Inorganic ion transport and metabolism	METABOLISM
SCAT_p0599	CDS	-2	669536	669949	no		drug resistance transporter	116	COG0477	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0600	CDS	+2	670379	670900	no		hypothetical protein	46	COG5516	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0601	CDS	+1	671014	671757	no	yjgI	oxidoreductase	247	COG1028	I	Lipid transport and metabolism	METABOLISM
SCAT_p0601	CDS	+1	671014	671757	no	yjgI	oxidoreductase	247	COG1028	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
SCAT_p0601	CDS	+1	671014	671757	no	yjgI	oxidoreductase	247	COG1028	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0602	CDS	+1	671935	672942	no	fabH	3-oxoacyl-ACP synthase	326	COG0332	I	Lipid transport and metabolism	METABOLISM
SCAT_p0603	CDS	+3	672969	673202	no		hypothetical protein	72	COG0236	I	Lipid transport and metabolism	METABOLISM
SCAT_p0603	CDS	+3	672969	673202	no		hypothetical protein	72	COG0236	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
SCAT_p0604	CDS	+1	673189	674163	no		hypothetical protein	307	COG0596	R	General function prediction only	POORLY CHARACTERIZED
SCAT_p0606	CDS	-2	675395	676999	no	rdmE	protein RdmE	502	COG0654	C	Energy production and conversion	METABOLISM
SCAT_p0606	CDS	-2	675395	676999	no	rdmE	protein RdmE	502	COG0654	H	Coenzyme transport and metabolism	METABOLISM
SCAT_p0609	CDS	+1	678559	680157	no		acyl-CoA synthetase	530	COG0318	I	Lipid transport and metabolism	METABOLISM
SCAT_p0609	CDS	+1	678559	680157	no		acyl-CoA synthetase	530	COG0318	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
SCAT_p0610	CDS	+1	680260	680529	no		hypothetical protein	87	COG2261	S	Function unknown	POORLY CHARACTERIZED
SCAT_p0614	CDS	-2	681833	683155	no		glucosidase	275	COG2273	G	Carbohydrate transport and metabolism	METABOLISM
SCAT_p0615	CDS	+1	683545	687936	no		hypothetical protein	1185	COG1020	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
SCAT_p0616	CDS	+3	687933	691130	no		hypothetical protein	1054	COG1020	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
SCAT_p0617	CDS	+1	691120	692562	no		hypothetical protein	465	COG1020	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
SCAT_p0618	CDS	+3	692559	694904	no		phenylalanine racemase	701	COG1020	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
SCAT_p0619	CDS	+2	694901	696181	no		hypothetical protein	400	COG2124	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
SCAT_p0620	CDS	+2	696212	696934	no	teLB	Thioesterase II	229	COG3208	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
SCAT_p0621	CDS	-1	696942	697301	no		hypothetical protein	111	COG3603	S	Function unknown	POORLY CHARACTERIZED
SCAT_p0624	CDS	+3	699234	700526	no		antibiotic transporter	427	COG0477	E	Amino acid transport and metabolism	METABOLISM
SCAT_p0624	CDS	+3	699234	700526	no		antibiotic transporter	427	COG0477	G	Carbohydrate transport and metabolism	METABOLISM
